"deviceCode_deviceCode","deviceCode_location_latitude","deviceCode_location_longitude","deviceCode_location_wardName","deviceCode_pyld_alarmType","deviceCode_pyld_speed","deviceCode_time_recordedTime_$date"
"864504031502210","12.983175277709961","77.74388885498047","Kadugodi","UFCW","29","2018-06-18T01:47:54.000Z"
"864504031502210","12.98812484741211","77.73222351074219","Hudi","UFCW","8","2018-06-18T01:51:42.000Z"
"864504031502210","12.982748031616211","77.74394989013672","Kadugodi","PCW","25","2018-06-18T01:47:49.000Z"
"864504031502210","12.979345321655273","77.74243927001953","Kadugodi","PCW","24","2018-06-18T01:46:54.000Z"
"864504031502210","12.988195419311523","77.73181915283203","Hudi","PCW","10","2018-06-18T01:52:17.000Z"
"864504031502210","12.991127967834473","77.7279052734375","Hudi","Overspeed","14","2018-06-18T01:55:39.000Z"
"864504031502210","12.99111270904541","77.72787475585938","Hudi","Overspeed","14","2018-06-18T01:55:38.000Z"
"864504031502210","12.992090225219727","77.72889709472656","Hudi","Overspeed","12","2018-06-18T01:57:16.000Z"
"864504031502210","12.99207592010498","77.72920989990234","Hudi","Overspeed","12","2018-06-18T01:58:02.000Z"
"864504031502210","12.99223804473877","77.73004150390625","Hudi","Overspeed","11","2018-06-18T01:58:20.000Z"
"864504031502210","12.993535041809082","77.73139953613281","Hudi","Overspeed","14","2018-06-18T01:59:56.000Z"
"864504031502210","12.994879722595215","77.73140716552734","Hudi","Overspeed","7","2018-06-18T02:00:55.000Z"
"864504031502210","12.995457649230957","77.72792053222656","Hudi","Overspeed","10","2018-06-18T02:04:33.000Z"
"864504031502210","12.9909029006958","77.72766876220703","Hudi","PCW","12","2018-06-18T02:07:46.000Z"
"864504031502210","12.991476058959961","77.72856140136719","Hudi","Overspeed","14","2018-06-18T01:56:10.000Z"
"864504031502210","12.992476463317871","77.73047637939453","Hudi","Overspeed","13","2018-06-18T01:59:08.000Z"
"864504031502210","12.995896339416504","77.73094940185547","Hudi","Overspeed","15","2018-06-18T02:02:16.000Z"
"864504031502210","12.994924545288086","77.72685241699219","Hudi","Overspeed","13","2018-06-18T02:04:56.000Z"
"864504031502210","12.99555492401123","77.73133850097656","Kadugodi","Overspeed","13","2018-06-18T02:01:12.000Z"
"864504031502210","12.995739936828613","77.7297134399414","Hudi","Overspeed","11","2018-06-18T02:03:20.000Z"
"864504031502210","12.995506286621094","77.72805786132812","Hudi","Overspeed","13","2018-06-18T02:04:28.000Z"
"864504031502210","12.994891166687012","77.72684478759766","Hudi","Overspeed","12","2018-06-18T02:04:57.000Z"
