"deviceCode_deviceCode","deviceCode_location_latitude","deviceCode_location_longitude","deviceCode_location_wardName","deviceCode_pyld_alarmType","deviceCode_pyld_speed","deviceCode_time_recordedTime_$date"
"864504031502210","12.98459529876709","77.74408721923828","Kadugodi","PCW","32","2018-02-01T01:48:59.000Z"
"864504031502210","12.98723316192627","77.74111938476562","Garudachar Playa","FCW","41","2018-02-01T01:50:00.000Z"
"864504031502210","12.987503051757812","77.74005126953125","Hudi","Overspeed","37","2018-02-01T01:50:11.000Z"
"864504031502210","12.987523078918457","77.73670196533203","Kadugodi","HMW","32","2018-02-01T01:50:50.000Z"
"864504031502210","12.98820972442627","77.73136901855469","Hudi","Overspeed","27","2018-02-01T01:52:26.000Z"
"864504031502210","12.988225936889648","77.73129272460938","Hudi","Overspeed","29","2018-02-01T01:52:27.000Z"
"864504031502210","12.991209983825684","77.72747802734375","Hudi","Overspeed","14","2018-02-01T01:55:56.000Z"
"864504031502210","12.991192817687988","77.72782897949219","Hudi","Overspeed","12","2018-02-01T01:56:11.000Z"
"864504031502210","12.991230010986328","77.72801971435547","Hudi","Overspeed","11","2018-02-01T01:56:18.000Z"
"864504031502210","12.991470336914062","77.7284164428711","Hudi","Overspeed","12","2018-02-01T01:56:51.000Z"
"864504031502210","12.991477966308594","77.72844696044922","Hudi","Overspeed","12","2018-02-01T01:56:52.000Z"
"864504031502210","12.99173641204834","77.72866821289062","Hudi","Overspeed","8","2018-02-01T01:57:07.000Z"
"864504031502210","12.991767883300781","77.72867584228516","Hudi","Overspeed","11","2018-02-01T01:57:08.000Z"
"864504031502210","12.991921424865723","77.72882080078125","Hudi","PCW","15","2018-02-01T01:57:15.000Z"
"864504031502210","12.99205493927002","77.72904968261719","Hudi","Overspeed","11","2018-02-01T01:57:42.000Z"
"864504031502210","12.992432594299316","77.72986602783203","Hudi","Overspeed","10","2018-02-01T01:57:58.000Z"
"864504031502210","12.992440223693848","77.73042297363281","Hudi","Overspeed","18","2018-02-01T01:58:37.000Z"
"864504031502210","12.994336128234863","77.73131561279297","Hudi","PCW","24","2018-02-01T01:59:15.000Z"
"864504031502210","12.994669914245605","77.73139190673828","Hudi","PCW","6","2018-02-01T01:59:40.000Z"
"864504031502210","12.994680404663086","77.73140716552734","Hudi","Overspeed","6","2018-02-01T01:59:41.000Z"
"864504031502210","12.994720458984375","77.73141479492188","Hudi","Overspeed","11","2018-02-01T01:59:42.000Z"
"864504031502210","12.995397567749023","77.7313461303711","Hudi","Overspeed","14","2018-02-01T01:59:57.000Z"
"864504031502210","12.995443344116211","77.7313232421875","Hudi","Overspeed","14","2018-02-01T01:59:58.000Z"
"864504031502210","12.995758056640625","77.73101043701172","Hudi","Overspeed","13","2018-02-01T02:00:06.000Z"
"864504031502210","12.995722770690918","77.72976684570312","Hudi","Overspeed","13","2018-02-01T02:00:56.000Z"
"864504031502210","12.99543571472168","77.72795104980469","Hudi","Overspeed","12","2018-02-01T02:01:58.000Z"
"864504031502210","12.99487590789795","77.72686767578125","Hudi","Overspeed","16","2018-02-01T02:02:23.000Z"
"864504031502210","12.99470043182373","77.72686767578125","Hudi","Overspeed","12","2018-02-01T02:02:28.000Z"
"864504031502210","12.99466323852539","77.72686767578125","Hudi","Overspeed","14","2018-02-01T02:02:29.000Z"
"864504031502210","12.994150161743164","77.72677612304688","Hudi","Overspeed","13","2018-02-01T02:03:18.000Z"
"864504031502210","12.992708206176758","77.726806640625","Hudi","Overspeed","14","2018-02-01T02:03:49.000Z"
"864504031502210","12.991950035095215","77.7269515991211","Hudi","Overspeed","13","2018-02-01T02:04:03.000Z"
"864504031502210","12.991917610168457","77.72697448730469","Hudi","Overspeed","14","2018-02-01T02:04:04.000Z"
"864504031502210","12.991127967834473","77.72760009765625","Hudi","Overspeed","12","2018-02-01T02:04:25.000Z"
"864504031502210","12.991105079650879","77.72763061523438","Hudi","Overspeed","14","2018-02-01T02:04:26.000Z"
"864504031502210","12.99099063873291","77.7276840209961","Hudi","PCW","16","2018-02-01T02:04:29.000Z"
"864504031502210","12.991069793701172","77.72765350341797","Hudi","Overspeed","14","2018-02-01T02:04:27.000Z"
"864504031502210","12.990594863891602","77.72757720947266","Hudi","Overspeed","10","2018-02-01T02:05:22.000Z"
"864504031502210","12.989584922790527","77.72723388671875","Hudi","Overspeed","13","2018-02-01T02:05:42.000Z"
"864504031502210","12.98905086517334","77.72725677490234","Hudi","Overspeed","14","2018-02-01T02:05:54.000Z"
"864504031502210","12.988215446472168","77.73190307617188","Hudi","HMW","26","2018-02-01T02:07:02.000Z"
"864504031502210","12.987695693969727","77.73564910888672","Kadugodi","UFCW","20","2018-02-01T02:07:47.000Z"
"864504031502210","12.987665176391602","77.73712158203125","Kadugodi","UFCW","18","2018-02-01T02:08:42.000Z"
"864504031502210","12.987674713134766","77.73782348632812","Kadugodi","UFCW","19","2018-02-01T02:09:01.000Z"
"864504031502210","12.987669944763184","77.73807525634766","Kadugodi","PCW","16","2018-02-01T02:09:07.000Z"
"864504031502210","12.987663269042969","77.73843383789062","Kadugodi","Overspeed","27","2018-02-01T02:09:13.000Z"
"864504031502210","12.98766040802002","77.73857879638672","Kadugodi","UFCW","28","2018-02-01T02:09:15.000Z"
"864504031502210","12.98754596710205","77.74049377441406","Kadugodi","Overspeed","24","2018-02-01T02:10:12.000Z"
"864504031502210","12.987540245056152","77.74056243896484","Kadugodi","Overspeed","26","2018-02-01T02:10:13.000Z"
"864504031502210","12.987460136413574","77.74091339111328","Kadugodi","Overspeed","26","2018-02-01T02:10:18.000Z"
"864504031502210","12.987340927124023","77.74137115478516","Kadugodi","Overspeed","28","2018-02-01T02:10:26.000Z"
"864504031502210","12.987208366394043","77.74195861816406","Kadugodi","Overspeed","28","2018-02-01T02:10:34.000Z"
"864504031502210","12.987208366394043","77.74195861816406","Kadugodi","HMW","28","2018-02-01T02:10:34.000Z"
"864504031502210","12.987191200256348","77.74202728271484","Kadugodi","UFCW","27","2018-02-01T02:10:35.000Z"
"864504031502210","12.98696517944336","77.74282836914062","Kadugodi","Overspeed","27","2018-02-01T02:10:49.000Z"
"864504031502210","12.986705780029297","77.74382019042969","Kadugodi","FCW","28","2018-02-01T02:11:02.000Z"
"864504031502210","12.986482620239258","77.7447509765625","Kadugodi","PCW","11","2018-02-01T02:11:15.000Z"
"864504031502210","12.982749938964844","77.74401092529297","Kadugodi","UFCW","19","2018-02-01T02:12:28.000Z"
"864504031502210","12.97878646850586","77.74220275878906","Kadugodi","PCW","29","2018-02-01T02:13:26.000Z"
"864504031502210","12.976849555969238","77.74171447753906","Kadugodi","PCW","14","2018-02-01T02:13:54.000Z"
"864504031502210","12.975768089294434","77.742431640625","Kadugodi","PCW","20","2018-02-01T02:16:12.000Z"
"864504031502210","12.975663185119629","77.74285888671875","Kadugodi","PCW","17","2018-02-01T02:16:21.000Z"
"864504031502210","12.975614547729492","77.74281311035156","Kadugodi","UFCW","22","2018-02-01T06:53:34.000Z"
"864504031502210","12.975902557373047","77.74166870117188","Kadugodi","UFCW","23","2018-02-01T06:54:00.000Z"
"864504031502210","12.978318214416504","77.74210357666016","Kadugodi","UFCW","22","2018-02-01T09:22:22.000Z"
"864504031502210","12.979917526245117","77.74274444580078","Kadugodi","UFCW","17","2018-02-01T09:22:57.000Z"
"864504031502210","12.982808113098145","77.7440185546875","Kadugodi","PCW","12","2018-02-01T09:25:17.000Z"
"864504031502210","12.98592472076416","77.74462127685547","Kadugodi","UFCW","11","2018-02-01T09:26:38.000Z"
"864504031502210","12.986169815063477","77.74480438232422","Kadugodi","UFCW","12","2018-02-01T09:27:13.000Z"
"864504031502210","12.986909866333008","77.74259185791016","Kadugodi","UFCW","29","2018-02-01T09:28:18.000Z"
"864504031502210","12.987436294555664","77.74059295654297","Kadugodi","FCW","31","2018-02-01T09:28:47.000Z"
"864504031502210","12.987549781799316","77.7387924194336","Hudi","Overspeed","28","2018-02-01T09:29:20.000Z"
"864504031502210","12.987937927246094","77.7331314086914","Hudi","UFCW","21","2018-02-01T09:30:21.000Z"
"864504031502210","12.988335609436035","77.73072814941406","Hudi","UFCW","12","2018-02-01T09:32:48.000Z"
"864504031502210","12.991255760192871","77.72804260253906","Hudi","UFCW","7","2018-02-01T09:35:12.000Z"
"864504031502210","12.995490074157715","77.72944641113281","Hudi","Overspeed","28","2018-02-01T09:38:41.000Z"
"864504031502210","12.995455741882324","77.72843933105469","Hudi","Overspeed","10","2018-02-01T09:39:20.000Z"
"864504031502210","12.994535446166992","77.72699737548828","Hudi","UFCW","27","2018-02-01T09:39:54.000Z"
"864504031502210","12.99431324005127","77.7270736694336","Hudi","UFCW","5","2018-02-01T09:40:00.000Z"
"864504031502210","12.994148254394531","77.72696685791016","Hudi","Overspeed","14","2018-02-01T09:40:26.000Z"
"864504031502210","12.993165016174316","77.72700500488281","Hudi","UFCW","27","2018-02-01T09:40:41.000Z"
"864504031502210","12.992711067199707","77.72693634033203","Hudi","Overspeed","14","2018-02-01T09:40:52.000Z"
"864504031502210","12.991921424865723","77.7270278930664","Hudi","Overspeed","14","2018-02-01T09:41:07.000Z"
"864504031502210","12.991060256958008","77.72767639160156","Hudi","Overspeed","13","2018-02-01T09:41:28.000Z"
"864504031502210","12.989609718322754","77.72726440429688","Hudi","Overspeed","12","2018-02-01T09:41:56.000Z"
"864504031502210","12.98935317993164","77.72724151611328","Hudi","UFCW","19","2018-02-01T09:42:01.000Z"
"864504031502210","12.987632751464844","77.73597717285156","Kadugodi","Overspeed","31","2018-02-01T09:44:32.000Z"
"864504031502210","12.987629890441895","77.7360610961914","Kadugodi","FCW","29","2018-02-01T09:44:33.000Z"
"864504031502210","12.987649917602539","77.73667907714844","Kadugodi","UFCW","19","2018-02-01T09:44:47.000Z"
